customer_id,segment,years_with_kite,policies_held,auto_renew,switches_last_3_years,comparison_quotes_last_renewal,days_letter_to_action,support_contacts_per_year,claims_last_5_years,premium_annual_eur,contents_sum_insured_eur,age_band,region,home_type,works_from_home
K-12485,Juggler,1,2,yes,2,1,8,0,2,722,28500,45-54,Dublin,terrace,yes
K-12486,Payer,2,1,yes,1,0,29,1,0,463,37500,55-64,Munster,semi-detached,no
K-12487,Juggler,2,3,no,1,1,8,2,0,1176,39500,35-44,Rest of Leinster,semi-detached,yes
K-12488,Switcher,2,1,yes,2,4,4,0,0,308,24000,35-44,Dublin,apartment,
K-12489,Juggler,4,4,no,2,1,9,1,0,1276,24500,35-44,Dublin,apartment,no
K-12490,Payer,3,1,yes,0,0,22,2,0,468,25000,45-54,Dublin,terrace,
K-12491,Juggler,4,4,no,2,1,10,2,0,1436,38000,45-54,Connacht,semi-detached,no
K-12492,Switcher,1,1,no,1,5,8,0,1,312,22000,45-54,Dublin,apartment,no
K-12493,Payer,4,2,yes,0,0,12,1,0,396,21500,35-44,Dublin,apartment,no
K-12494,Juggler,1,2,yes,1,1,14,1,0,644,28000,45-54,Dublin,apartment,no
K-12495,Payer,4,1,yes,0,1,8,0,0,513,32500,45-54,Rest of Leinster,semi-detached,yes
K-12496,Payer,4,1,yes,0,0,10,0,0,468,30500,35-44,Rest of Leinster,terrace,no
K-12497,Juggler,2,2,yes,1,2,5,1,0,721,31500,45-54,Connacht,terrace,yes
K-12498,Juggler,1,2,no,0,1,12,3,0,697,24500,35-44,Dublin,terrace,no
K-12499,Switcher,1,2,no,1,2,3,1,0,362,30500,45-54,Rest of Leinster,semi-detached,
K-12500,Juggler,3,2,yes,1,1,8,2,0,841,40500,35-44,Dublin,detached,no
K-12501,Juggler,3,2,yes,0,1,4,2,1,666,29500,25-34,Dublin,semi-detached,no
K-12502,Switcher,4,1,no,2,5,8,1,0,376,28000,25-34,Dublin,semi-detached,
K-12503,Switcher,3,1,no,3,3,5,0,0,330,34500,35-44,Munster,terrace,no
K-12504,Juggler,2,3,yes,2,1,10,1,0,1092,38000,45-54,Munster,semi-detached,yes
K-12505,Payer,3,1,yes,0,0,20,0,0,501,29500,55-64,Rest of Leinster,semi-detached,yes
K-12506,Payer,1,1,no,0,1,10,0,0,319,29500,25-34,Rest of Leinster,apartment,yes
K-12507,Switcher,1,1,no,1,3,3,0,0,369,36500,55-64,Munster,semi-detached,no
K-12508,Juggler,1,2,yes,2,2,8,3,0,754,27500,35-44,Rest of Leinster,terrace,no
K-12509,Juggler,1,3,yes,2,2,8,3,0,1077,32000,55-64,Dublin,semi-detached,yes
K-12510,Payer,4,1,yes,0,0,30,1,0,390,27000,45-54,Rest of Leinster,apartment,no
K-12511,Payer,4,2,yes,0,0,19,0,0,414,22000,45-54,Rest of Leinster,apartment,no
K-12512,Juggler,4,4,no,1,1,6,0,0,1538,38500,35-44,Munster,semi-detached,yes
K-12513,Switcher,2,2,no,2,4,5,2,0,480,42000,55-64,Rest of Leinster,detached,no
K-12514,Juggler,1,2,yes,1,0,6,1,0,677,27000,35-44,Munster,terrace,no
K-12515,Payer,3,2,yes,0,0,17,0,0,530,46500,35-44,Rest of Leinster,detached,yes
K-12516,Juggler,1,2,yes,1,2,8,0,0,694,32500,45-54,Dublin,terrace,no
K-12517,Switcher,1,1,no,2,5,2,0,2,396,33500,25-34,Dublin,semi-detached,no
K-12518,Switcher,2,1,no,1,3,5,0,1,364,35000,65+,Rest of Leinster,terrace,no
K-12519,Juggler,1,4,yes,1,0,11,2,0,1551,38000,35-44,Dublin,semi-detached,no
K-12520,Payer,4,1,yes,0,0,7,1,0,440,33000,45-54,Connacht,terrace,yes
K-12521,Payer,3,1,yes,0,0,12,1,0,437,31500,35-44,Rest of Leinster,terrace,yes
K-12522,Juggler,2,4,no,2,2,10,3,0,1860,38500,35-44,Ulster,detached,no
K-12523,Payer,4,1,no,0,0,14,0,2,633,38000,35-44,Ulster,detached,yes
K-12524,Payer,4,1,no,0,0,23,0,0,437,36000,65+,Rest of Leinster,terrace,no
K-12525,Switcher,4,1,no,2,3,1,0,0,411,34500,25-34,Munster,semi-detached,no
K-12526,Switcher,1,1,no,3,4,5,1,0,354,29500,55-64,Rest of Leinster,semi-detached,no
K-12527,Payer,3,2,yes,0,1,15,2,0,558,46000,45-54,Dublin,detached,yes
K-12528,Payer,4,2,yes,0,0,16,0,0,497,37500,45-54,Rest of Leinster,terrace,
K-12529,Juggler,1,2,no,0,1,9,0,1,792,37500,55-64,Munster,semi-detached,no
K-12530,Payer,4,1,yes,0,1,18,2,2,469,32500,55-64,Munster,semi-detached,
K-12531,Payer,2,1,yes,0,0,26,0,0,371,20000,35-44,Munster,apartment,no
K-12532,Payer,3,2,yes,0,0,17,0,0,401,28500,35-44,Rest of Leinster,apartment,
K-12533,Switcher,1,2,no,1,5,6,2,0,359,41000,45-54,Rest of Leinster,semi-detached,yes
K-12534,Payer,2,1,yes,0,0,14,0,0,442,41500,25-34,Rest of Leinster,semi-detached,yes
K-12535,Switcher,2,1,no,3,4,5,0,0,322,27000,35-44,Dublin,terrace,no
K-12536,Payer,2,1,no,0,1,11,0,0,317,27500,25-34,Connacht,apartment,yes
K-12537,Switcher,2,2,no,2,5,4,1,0,420,37000,45-54,Rest of Leinster,semi-detached,no
K-12538,Payer,4,2,yes,0,0,21,0,0,540,40500,35-44,Dublin,semi-detached,yes
K-12539,Juggler,4,2,yes,1,3,15,2,0,686,32000,45-54,Rest of Leinster,semi-detached,yes
K-12540,Switcher,2,1,no,3,5,6,1,2,390,33000,25-34,Dublin,terrace,yes
K-12541,Payer,3,1,yes,0,0,13,1,0,660,49000,45-54,Rest of Leinster,detached,yes
K-12542,Switcher,4,1,no,3,5,5,0,0,399,30000,45-54,Dublin,semi-detached,no
K-12543,Payer,3,2,yes,0,0,16,1,0,566,53500,35-44,Dublin,detached,yes
K-12544,Payer,4,1,yes,0,0,19,1,0,416,27500,25-34,Rest of Leinster,terrace,yes
K-12545,Payer,4,1,yes,0,0,14,0,0,470,30500,25-34,Munster,semi-detached,
K-12546,Payer,2,1,yes,1,1,5,1,0,316,20000,45-54,Rest of Leinster,apartment,no
K-12547,Payer,1,1,yes,0,0,6,2,0,492,31000,35-44,Dublin,semi-detached,no
K-12548,Switcher,2,1,no,3,4,3,0,0,404,37500,55-64,Dublin,semi-detached,no
K-12549,Switcher,3,1,yes,2,5,6,0,0,412,38000,45-54,Munster,semi-detached,yes
K-12550,Payer,3,1,yes,0,0,18,1,0,438,32500,25-34,Dublin,bungalow,
K-12551,Switcher,1,1,no,3,5,4,1,0,376,39500,35-44,Rest of Leinster,semi-detached,yes
K-12552,Payer,2,2,yes,0,0,13,0,0,466,25000,25-34,Ulster,terrace,
K-12553,Switcher,2,1,yes,2,5,3,2,0,296,30000,35-44,Rest of Leinster,apartment,yes
K-12554,Switcher,1,1,no,2,4,5,1,0,326,30000,35-44,Rest of Leinster,terrace,yes
K-12555,Payer,3,1,yes,0,0,26,0,0,480,38500,45-54,Rest of Leinster,semi-detached,yes
K-12556,Payer,4,1,yes,0,0,10,1,0,490,30000,35-44,Munster,semi-detached,
K-12557,Switcher,2,1,no,1,5,2,0,0,406,42500,45-54,Dublin,bungalow,yes
K-12558,Switcher,1,1,no,1,3,8,0,0,308,23500,25-34,Rest of Leinster,apartment,no
K-12559,Payer,4,1,yes,0,1,5,2,0,517,40000,25-34,Dublin,semi-detached,no
K-12560,Juggler,1,2,yes,2,1,11,2,1,607,20000,55-64,Dublin,apartment,no
K-12561,Payer,2,1,yes,0,0,17,0,0,408,34500,45-54,Ulster,terrace,yes
K-12562,Payer,4,1,yes,0,0,5,1,1,643,37000,65+,Dublin,detached,no
K-12563,Payer,4,1,yes,0,1,22,1,0,510,30500,55-64,Rest of Leinster,semi-detached,
K-12564,Juggler,4,2,no,2,1,11,2,0,720,42000,35-44,Dublin,semi-detached,no
K-12565,Payer,4,1,yes,0,0,16,1,0,694,50500,45-54,Rest of Leinster,detached,yes
K-12566,Switcher,2,1,no,2,5,4,1,0,302,25500,45-54,Munster,apartment,no
K-12567,Switcher,2,1,no,2,3,3,0,0,408,41500,45-54,Ulster,semi-detached,no
K-12568,Switcher,1,1,no,2,3,3,1,1,393,35500,65+,Dublin,bungalow,
K-12569,Juggler,3,4,no,0,0,18,2,1,1440,25000,55-64,Munster,terrace,no
K-12570,Payer,2,2,yes,0,0,12,0,0,464,39500,35-44,Dublin,semi-detached,no
K-12571,Switcher,4,1,no,3,3,8,1,0,328,26000,25-34,Ulster,terrace,no
K-12572,Switcher,3,1,no,2,5,2,0,0,405,40500,45-54,Munster,semi-detached,no
K-12573,Switcher,2,1,yes,3,5,2,0,0,417,39500,35-44,Ulster,bungalow,yes
K-12574,Switcher,1,1,yes,2,4,7,0,0,536,53000,35-44,Dublin,detached,no
K-12575,Payer,3,1,yes,0,0,31,0,0,491,35000,55-64,Ulster,semi-detached,
K-12576,Switcher,1,1,no,2,4,4,0,0,443,56000,35-44,Rest of Leinster,detached,yes
K-12577,Switcher,1,1,no,2,5,4,1,0,416,42000,45-54,Dublin,semi-detached,no
K-12578,Switcher,2,1,no,2,3,2,0,0,486,50500,35-44,Connacht,detached,yes
K-12579,Payer,2,1,yes,0,0,22,0,0,612,48000,35-44,Connacht,detached,yes
K-12580,Juggler,2,4,no,1,2,10,1,0,1475,28000,35-44,Rest of Leinster,semi-detached,no
K-12581,Payer,4,1,yes,0,0,20,1,0,472,26500,65+,Dublin,terrace,no
K-12582,Switcher,2,2,no,1,5,4,0,0,517,41500,25-34,Dublin,detached,no
K-12583,Payer,3,2,yes,0,1,15,1,0,409,33000,45-54,Rest of Leinster,terrace,no
K-12584,Juggler,4,4,no,1,2,11,2,0,1546,36000,55-64,Rest of Leinster,semi-detached,no
K-12585,Switcher,3,1,no,3,5,6,1,0,389,28500,25-34,Dublin,semi-detached,no
K-12586,Switcher,4,1,no,2,5,7,0,1,395,31500,55-64,Munster,terrace,no
K-12587,Switcher,2,1,no,1,5,6,0,0,370,34000,45-54,Munster,terrace,no
K-12588,Payer,4,1,yes,0,0,25,1,1,554,53500,35-44,Munster,detached,yes
K-12589,Payer,2,1,yes,1,0,14,0,0,614,45000,35-44,Ulster,detached,
K-12590,Payer,3,1,yes,0,1,7,2,0,416,34500,65+,Ulster,terrace,
K-12591,Payer,1,1,yes,0,0,14,0,0,454,34000,45-54,Dublin,semi-detached,yes
K-12592,Juggler,1,3,yes,2,1,17,1,0,1040,37000,45-54,Rest of Leinster,semi-detached,yes
K-12593,Payer,3,1,yes,0,0,5,2,0,338,22000,45-54,Dublin,apartment,
K-12594,Switcher,1,1,yes,1,3,4,0,0,395,33500,55-64,Rest of Leinster,terrace,yes
K-12595,Juggler,2,3,no,1,2,11,0,0,1022,35000,25-34,Dublin,semi-detached,no
K-12596,Switcher,1,1,no,3,5,2,2,0,435,29000,65+,Munster,bungalow,no
K-12597,Switcher,1,2,no,3,5,3,1,2,438,48000,55-64,Dublin,detached,yes
K-12598,Juggler,1,2,no,0,1,11,3,0,801,39000,45-54,Munster,semi-detached,no
K-12599,Switcher,4,1,no,2,5,2,1,0,379,42500,25-34,Dublin,bungalow,yes
K-12600,Juggler,2,2,yes,0,1,12,1,0,613,34500,25-34,Rest of Leinster,terrace,yes
K-12601,Switcher,1,2,no,3,4,6,0,2,330,27000,45-54,Munster,apartment,yes
K-12602,Payer,3,1,yes,1,1,10,1,1,432,35000,55-64,Rest of Leinster,semi-detached,
K-12603,Switcher,3,1,no,3,5,6,0,0,431,46500,55-64,Munster,detached,no
K-12604,Payer,4,1,yes,0,0,12,2,0,391,22500,45-54,Dublin,apartment,
K-12605,Payer,2,1,yes,1,1,16,1,0,310,24000,45-54,Munster,apartment,no
K-12606,Juggler,3,3,yes,1,3,11,0,0,1407,44000,45-54,Munster,detached,no
K-12607,Switcher,2,1,no,3,4,2,0,1,497,51500,35-44,Dublin,detached,yes
K-12608,Switcher,3,1,no,2,4,3,0,0,279,27000,25-34,Connacht,apartment,no
K-12609,Switcher,1,2,no,2,3,9,1,0,359,27000,55-64,Munster,terrace,no
K-12610,Payer,4,2,yes,0,0,5,1,0,367,27500,35-44,Dublin,apartment,no
K-12611,Payer,2,1,yes,0,0,16,0,0,605,43500,45-54,Rest of Leinster,detached,yes
K-12612,Payer,3,1,yes,0,1,17,1,1,573,56000,45-54,Munster,detached,
K-12613,Juggler,3,4,yes,2,0,13,2,0,1083,29000,45-54,Munster,apartment,no
K-12614,Payer,2,1,yes,0,0,19,1,0,321,28500,45-54,Rest of Leinster,apartment,no
K-12615,Payer,3,1,yes,0,0,15,0,0,442,41500,55-64,Rest of Leinster,semi-detached,
K-12616,Juggler,3,2,no,1,2,21,1,0,1001,52500,35-44,Dublin,detached,no
K-12617,Juggler,1,4,no,1,0,11,2,0,1910,38000,65+,Dublin,detached,no
K-12618,Juggler,2,2,yes,1,0,7,2,1,703,31000,25-34,Munster,semi-detached,no
K-12619,Payer,3,2,no,0,0,16,1,0,458,33500,55-64,Munster,semi-detached,no
K-12620,Payer,4,1,yes,0,0,15,0,0,504,24500,45-54,Connacht,terrace,no
K-12621,Juggler,2,2,no,2,2,2,1,0,759,31500,35-44,Rest of Leinster,terrace,no
K-12622,Switcher,2,1,no,2,3,4,1,0,446,39000,25-34,Dublin,bungalow,no
K-12623,Switcher,2,1,no,3,4,6,0,0,432,28500,45-54,Dublin,semi-detached,no
K-12624,Switcher,2,1,no,3,3,7,1,1,386,29000,25-34,Munster,bungalow,no
K-12625,Juggler,3,2,no,0,2,8,2,0,732,30500,45-54,Ulster,semi-detached,yes
K-12626,Payer,2,2,no,1,0,11,0,0,506,44000,45-54,Ulster,detached,
K-12627,Switcher,3,1,no,2,2,3,0,0,285,21000,55-64,Dublin,apartment,no
K-12628,Payer,4,1,yes,0,0,6,1,1,680,54000,35-44,Dublin,detached,yes
K-12629,Switcher,1,1,no,3,5,3,0,0,378,37000,35-44,Munster,semi-detached,no
K-12630,Payer,3,1,yes,0,0,17,0,0,498,32500,35-44,Dublin,semi-detached,yes
K-12631,Switcher,2,1,no,3,2,1,0,0,474,52500,45-54,Rest of Leinster,detached,yes
K-12632,Payer,4,1,yes,0,0,8,0,0,609,47500,25-34,Connacht,detached,no
K-12633,Juggler,3,2,no,2,1,14,3,0,583,27000,35-44,Munster,apartment,yes
K-12634,Juggler,4,3,no,0,2,13,2,0,1102,34000,35-44,Rest of Leinster,semi-detached,yes
K-12635,Payer,3,1,yes,1,0,14,0,0,518,28500,65+,Dublin,semi-detached,no
K-12636,Switcher,3,2,no,3,4,2,0,0,423,31500,35-44,Dublin,semi-detached,no
K-12637,Switcher,3,1,no,2,4,4,1,0,500,37500,55-64,Munster,detached,no
K-12638,Switcher,1,1,no,2,3,1,0,0,531,39500,35-44,Connacht,detached,yes
K-12639,Payer,4,1,yes,0,0,25,1,0,679,43500,25-34,Ulster,detached,
K-12640,Payer,4,1,yes,0,0,5,0,0,476,32500,55-64,Dublin,semi-detached,
K-12641,Switcher,1,1,no,2,3,4,1,0,394,25500,45-54,Rest of Leinster,terrace,yes
K-12642,Switcher,1,1,no,3,4,3,0,1,471,53000,45-54,Connacht,detached,yes
K-12643,Payer,3,1,yes,0,0,14,0,0,523,36000,35-44,Munster,semi-detached,no
K-12644,Juggler,3,3,no,2,1,9,2,0,1199,42000,65+,Dublin,semi-detached,no
K-12645,Switcher,2,1,no,2,2,4,1,0,387,38500,25-34,Munster,bungalow,no
K-12646,Payer,1,1,yes,1,0,10,0,0,531,52000,55-64,Ulster,detached,yes
K-12647,Payer,4,1,yes,0,0,12,0,0,560,47500,25-34,Rest of Leinster,detached,yes
K-12648,Juggler,1,4,no,2,2,11,1,0,1286,32000,55-64,Dublin,terrace,no
K-12649,Juggler,4,4,no,1,2,2,3,0,1798,50500,65+,Dublin,detached,no
K-12650,Switcher,2,1,no,3,4,1,0,0,408,42000,55-64,Ulster,semi-detached,no
K-12651,Switcher,4,1,no,2,3,6,0,0,471,37000,65+,Dublin,detached,no
K-12652,Payer,3,1,yes,0,0,16,0,0,611,56000,25-34,Rest of Leinster,detached,yes
K-12653,Juggler,1,3,no,1,1,20,3,0,831,29000,45-54,Rest of Leinster,apartment,yes
K-12654,Payer,4,1,yes,0,0,11,0,0,367,26500,35-44,Ulster,apartment,yes
K-12655,Payer,1,1,yes,0,0,14,1,0,436,34000,55-64,Munster,semi-detached,no
K-12656,Juggler,2,2,yes,2,2,7,2,0,705,33500,55-64,Dublin,terrace,no
K-12657,Switcher,3,1,no,3,3,1,0,0,520,49500,25-34,Rest of Leinster,detached,yes
K-12658,Payer,2,1,yes,0,0,14,1,0,610,53000,45-54,Dublin,detached,yes
K-12659,Switcher,2,1,no,1,3,5,1,0,342,26500,35-44,Connacht,terrace,no
K-12660,Switcher,1,1,no,2,3,4,0,1,430,37500,45-54,Rest of Leinster,semi-detached,yes
K-12661,Payer,4,1,yes,0,1,23,0,0,353,30000,55-64,Dublin,apartment,yes
K-12662,Payer,4,1,yes,0,0,10,2,0,403,20500,55-64,Dublin,apartment,
K-12663,Payer,4,2,yes,0,1,21,1,0,416,28500,65+,Ulster,terrace,no
K-12664,Juggler,3,4,no,2,2,8,2,1,1220,26500,35-44,Dublin,terrace,no
K-12665,Switcher,2,1,no,1,4,3,1,0,332,29500,45-54,Munster,terrace,no
K-12666,Juggler,1,3,no,0,3,9,0,0,922,24500,55-64,Rest of Leinster,apartment,no
K-12667,Payer,1,1,yes,0,0,19,0,0,580,47500,45-54,Munster,detached,no
K-12668,Juggler,4,3,yes,1,1,13,2,0,1059,28000,25-34,Munster,terrace,no
K-12669,Switcher,1,1,no,2,3,3,1,0,345,36000,35-44,Rest of Leinster,semi-detached,no
K-12670,Payer,4,1,yes,0,0,13,0,0,433,34500,35-44,Munster,terrace,
K-12671,Payer,2,1,yes,0,0,11,0,0,453,30000,25-34,Munster,semi-detached,yes
K-12672,Payer,4,1,yes,0,0,11,0,0,627,41000,35-44,Ulster,detached,yes
K-12673,Juggler,3,3,yes,0,1,10,2,0,771,28000,35-44,Munster,apartment,no
K-12674,Payer,3,1,no,0,0,18,1,0,520,32500,45-54,Dublin,bungalow,
K-12675,Juggler,1,2,yes,1,2,13,0,0,637,22500,35-44,Dublin,apartment,no
K-12676,Juggler,1,2,no,1,2,11,2,0,651,33500,55-64,Rest of Leinster,terrace,no
K-12677,Payer,4,1,yes,0,0,15,0,0,549,30000,25-34,Dublin,semi-detached,
K-12678,Juggler,1,3,yes,1,2,6,2,0,1458,53500,25-34,Dublin,detached,no
K-12679,Switcher,2,1,no,3,5,3,1,1,366,35500,65+,Dublin,semi-detached,no
K-12680,Payer,3,1,yes,0,0,17,1,0,442,24500,45-54,Rest of Leinster,terrace,no
K-12681,Juggler,1,2,no,1,1,9,0,0,1008,40000,65+,Connacht,detached,no
K-12682,Payer,3,2,yes,0,0,24,0,0,520,32000,35-44,Munster,semi-detached,yes
K-12683,Switcher,1,1,no,2,4,3,0,1,305,27500,45-54,Rest of Leinster,apartment,yes
K-12684,Payer,4,1,yes,0,0,10,0,0,492,28000,35-44,Munster,terrace,
K-12685,Payer,4,1,yes,0,0,24,0,0,409,31500,45-54,Rest of Leinster,terrace,yes
K-12686,Juggler,2,4,no,1,0,11,2,0,1383,34500,35-44,Munster,terrace,yes
K-12687,Juggler,3,3,no,1,1,15,1,0,1120,34000,35-44,Munster,terrace,yes
K-12688,Payer,3,1,yes,0,1,23,0,0,455,33000,35-44,Dublin,semi-detached,no
K-12689,Payer,3,1,yes,0,1,20,1,0,501,41000,35-44,Munster,semi-detached,yes
K-12690,Switcher,2,1,no,3,3,3,0,0,343,28000,55-64,Ulster,terrace,no
K-12691,Payer,1,1,yes,1,1,24,0,1,416,28500,45-54,Munster,terrace,
K-12692,Switcher,2,1,no,2,3,5,0,1,424,34500,55-64,Rest of Leinster,semi-detached,yes
K-12693,Switcher,1,1,no,1,5,6,2,0,399,33500,55-64,Rest of Leinster,bungalow,no
K-12694,Juggler,1,3,yes,1,3,8,2,0,1482,48000,35-44,Rest of Leinster,detached,no
K-12695,Payer,4,1,yes,0,0,16,0,0,646,48000,25-34,Rest of Leinster,detached,yes
K-12696,Switcher,1,1,no,3,4,1,1,0,381,38000,35-44,Ulster,semi-detached,no
K-12697,Payer,4,1,yes,0,0,7,0,0,518,40000,35-44,Rest of Leinster,semi-detached,no
K-12698,Switcher,2,1,no,2,4,3,1,0,455,39500,35-44,Dublin,detached,yes
K-12699,Juggler,2,4,no,2,3,11,1,0,2023,56000,35-44,Connacht,detached,yes
K-12700,Switcher,2,1,no,2,5,5,0,1,428,41500,35-44,Dublin,semi-detached,yes
K-12701,Switcher,3,1,no,2,5,3,2,0,352,38000,45-54,Connacht,semi-detached,yes
K-12702,Switcher,2,1,no,2,3,4,1,0,458,50000,25-34,Munster,detached,yes
K-12703,Juggler,4,2,yes,0,0,5,3,0,1016,51500,45-54,Dublin,detached,yes
K-12704,Payer,4,1,yes,0,0,12,0,0,594,51000,65+,Dublin,detached,no
K-12705,Switcher,2,1,no,2,4,1,0,1,322,21000,35-44,Rest of Leinster,apartment,no
K-12706,Payer,3,1,no,0,0,19,2,0,664,56000,45-54,Dublin,detached,yes
K-12707,Switcher,3,1,no,2,4,3,0,1,385,33000,55-64,Rest of Leinster,terrace,no
K-12708,Juggler,4,4,no,2,0,7,1,0,1468,39500,25-34,Munster,bungalow,no
K-12709,Juggler,1,4,yes,2,0,11,1,0,1196,21000,25-34,Dublin,apartment,no
K-12710,Switcher,1,1,no,2,3,4,0,2,535,52500,45-54,Rest of Leinster,detached,yes
K-12711,Juggler,2,3,no,1,1,15,2,0,1324,50500,65+,Dublin,detached,no
K-12712,Switcher,3,1,no,2,4,6,0,1,432,30000,25-34,Dublin,semi-detached,
K-12713,Switcher,1,1,no,1,3,7,0,0,358,34500,55-64,Dublin,terrace,
K-12714,Switcher,1,1,no,1,2,4,0,0,371,31000,55-64,Munster,bungalow,no
K-12715,Juggler,3,2,no,0,1,11,1,0,637,28000,35-44,Rest of Leinster,apartment,no
K-12716,Payer,4,1,yes,0,1,15,1,0,693,38500,35-44,Connacht,detached,
K-12717,Juggler,1,3,yes,2,1,8,1,0,1527,45000,35-44,Rest of Leinster,detached,no
K-12718,Payer,3,2,yes,1,0,21,0,0,600,52000,65+,Rest of Leinster,detached,
K-12719,Switcher,3,1,no,1,3,5,1,1,357,41000,35-44,Dublin,semi-detached,yes
K-12720,Switcher,2,1,yes,2,4,5,0,0,435,29000,35-44,Munster,semi-detached,no
K-12721,Switcher,2,1,no,2,4,5,1,0,399,36000,35-44,Connacht,bungalow,yes
K-12722,Juggler,2,3,yes,1,2,7,4,0,889,21500,25-34,Dublin,apartment,no
K-12723,Payer,1,1,yes,0,0,20,0,0,528,47000,25-34,Munster,detached,yes
K-12724,Payer,4,1,yes,0,0,19,1,0,419,22500,45-54,Dublin,apartment,
K-12725,Switcher,1,1,no,2,4,4,0,0,422,34000,35-44,Rest of Leinster,bungalow,no
K-12726,Switcher,2,1,no,3,5,5,1,1,313,28500,65+,Munster,apartment,
K-12727,Juggler,2,2,yes,1,3,13,0,0,830,35000,35-44,Munster,semi-detached,no
K-12728,Payer,4,2,yes,0,0,13,1,0,451,43000,25-34,Dublin,semi-detached,yes
K-12729,Switcher,3,1,no,3,4,6,0,0,325,30500,55-64,Rest of Leinster,terrace,no
K-12730,Switcher,2,1,no,2,5,4,2,1,294,22500,55-64,Rest of Leinster,apartment,yes
K-12731,Switcher,4,1,yes,1,4,5,0,0,388,42000,55-64,Connacht,semi-detached,yes
K-12732,Switcher,2,2,yes,2,4,2,0,0,414,38500,45-54,Munster,semi-detached,yes
K-12733,Payer,2,1,yes,0,0,23,0,0,336,21000,55-64,Rest of Leinster,apartment,no
K-12734,Payer,4,2,yes,0,1,16,0,0,528,40500,55-64,Dublin,semi-detached,
K-12735,Payer,2,1,yes,0,0,29,1,1,433,34500,65+,Dublin,semi-detached,no
K-12736,Payer,4,1,yes,1,0,24,1,0,545,28000,45-54,Dublin,semi-detached,
K-12737,Juggler,3,4,no,1,2,11,2,0,1351,36000,35-44,Dublin,terrace,yes
K-12738,Payer,4,1,no,0,0,11,0,0,508,31500,25-34,Dublin,terrace,yes
K-12739,Payer,3,1,yes,0,0,10,0,0,351,27000,45-54,Connacht,apartment,no
K-12740,Payer,3,1,yes,1,0,18,1,1,452,28500,55-64,Ulster,terrace,yes
K-12741,Payer,4,1,yes,0,0,9,0,0,657,52000,35-44,Dublin,detached,no
K-12742,Switcher,2,1,no,2,2,2,0,0,314,29000,65+,Munster,apartment,no
K-12743,Switcher,1,1,no,2,3,5,0,0,395,39500,25-34,Dublin,semi-detached,no
K-12744,Switcher,1,1,yes,2,4,5,1,0,428,35500,25-34,Dublin,semi-detached,no
K-12745,Juggler,3,4,no,2,1,17,3,0,1617,33500,35-44,Munster,bungalow,no
K-12746,Juggler,3,3,no,1,1,12,1,0,939,26500,25-34,Connacht,terrace,no
K-12747,Payer,1,1,yes,0,1,18,0,0,413,28000,35-44,Munster,terrace,no
K-12748,Juggler,1,2,no,0,3,13,2,1,713,26500,45-54,Connacht,terrace,no
K-12749,Payer,2,1,yes,1,1,17,1,0,539,55500,35-44,Rest of Leinster,detached,yes
K-12750,Payer,3,1,yes,0,0,10,0,0,443,34500,65+,Munster,terrace,no
K-12751,Payer,1,1,yes,0,0,9,1,0,513,48500,25-34,Dublin,detached,no
K-12752,Switcher,1,1,no,2,3,4,0,1,460,37000,45-54,Dublin,detached,no
K-12753,Payer,2,2,yes,0,1,10,1,0,375,20500,45-54,Dublin,apartment,no
K-12754,Juggler,4,4,yes,2,1,12,0,0,1495,28000,45-54,Ulster,terrace,no
K-12755,Switcher,1,1,no,1,3,2,0,0,353,36000,35-44,Dublin,semi-detached,no
K-12756,Switcher,1,1,no,1,4,3,2,0,410,38500,35-44,Munster,semi-detached,yes
K-12757,Juggler,3,4,yes,1,1,2,1,0,1697,41500,35-44,Dublin,detached,no
K-12758,Payer,2,1,yes,0,0,20,1,1,346,22000,55-64,Dublin,apartment,no
K-12759,Payer,4,1,no,0,0,20,1,0,416,30500,65+,Dublin,terrace,no
K-12760,Switcher,2,1,no,1,3,8,0,0,405,29500,25-34,Rest of Leinster,bungalow,yes
K-12761,Juggler,2,3,no,2,1,13,2,0,911,35000,45-54,Ulster,terrace,no
K-12762,Switcher,4,1,no,2,3,6,0,0,381,27000,35-44,Munster,terrace,no
K-12763,Juggler,1,3,no,0,2,7,0,0,1335,46000,25-34,Rest of Leinster,detached,yes
K-12764,Switcher,1,2,no,1,4,3,0,0,371,32500,35-44,Munster,terrace,no
K-12765,Juggler,1,4,no,2,1,13,3,1,1442,34500,25-34,Connacht,terrace,no
K-12766,Juggler,3,2,yes,0,0,11,2,0,650,32500,35-44,Dublin,terrace,no
K-12767,Switcher,2,1,yes,3,4,5,0,0,382,32500,35-44,Dublin,semi-detached,no
K-12768,Payer,4,2,yes,0,0,10,2,0,376,27500,45-54,Dublin,apartment,no
K-12769,Switcher,1,1,no,1,2,1,0,2,384,34500,25-34,Ulster,semi-detached,no
K-12770,Switcher,4,1,no,3,3,3,1,0,347,30500,35-44,Rest of Leinster,semi-detached,no
K-12771,Switcher,2,1,no,2,5,6,1,0,362,29500,25-34,Dublin,semi-detached,yes
K-12772,Payer,4,1,yes,0,0,21,1,0,502,37500,55-64,Munster,semi-detached,
K-12773,Switcher,2,1,no,2,4,4,0,0,511,41500,65+,Munster,detached,no
K-12774,Payer,4,1,yes,0,0,22,1,0,343,21500,45-54,Munster,apartment,
K-12775,Juggler,4,2,yes,1,1,2,1,0,880,45000,45-54,Dublin,detached,no
