agent,task,cost,seconds,handed_back,run
Cato,Checking,302,300,yes,2026-07-08
Cato,Reporting,478,469,yes,2026-08-30
Sam,Writing,70,103,yes,2026-09-19
Sam,Checking,67,-57,no,2026-06-18
Vera,Checking,221,394,yes,2026-06-26
Cato,Checking,87,321,yes,2026-07-29
Vera,Checking,347,231,no,2026-06-15
Sam,Checking,297,195,no,2026-07-01
Lena,Checking,144,327,no,2026-05-25
Cato,Writing,400,298,yes,2026-05-27
Cato,Writing,39,208,no,2026-08-30
Lena,Writing,100,124,yes,2026-07-15
Cato,Writing,371,451,no,2026-09-09
Cato,Research,-35,305,yes,2026-08-15
Cato,Checking,322,307,yes,2026-06-01
Cato,Writing,267,180,yes,2026-06-08
Cato,Research,189,288,yes,2026-08-15
Cato,Reporting,281,308,yes,2026-09-13
Cato,Checking,168,89,no,2026-06-12
Vera,Checking,163,-78,no,2026-06-11
Cato,Checking,256,325,no,2026-06-12
Sam,Checking,-41,212,no,2026-05-26
Lena,Checking,292,359,yes,2026-07-20
Cato,Checking,380,157,no,2026-09-09
Lena,Checking,292,167,no,2026-09-15
Cato,Reporting,378,429,yes,2026-06-20
Cato,Writing,45,116,no,2026-07-14
Cato,Checking,121,-37,yes,2026-08-27
Cato,Checking,290,298,no,2026-07-29
Lena,Reporting,-9,343,no,2026-09-04
Cato,Reporting,229,210,yes,2026-08-29
Vera,Checking,390,336,no,2026-08-14
Cato,Writing,295,357,no,2026-06-14
Cato,Research,458,355,yes,2026-08-11
Vera,Checking,75,233,yes,2026-08-28
Sam,Checking,146,-61,no,2026-09-07
Cato,Research,192,476,no,2026-08-21
Lena,Writing,-9,329,no,2026-08-08
Cato,Checking,203,202,yes,2026-07-09
Cato,Writing,341,161,yes,2026-07-03
Sam,Reporting,232,292,yes,2026-07-21
Vera,Checking,429,461,no,2026-06-03
Sam,Writing,111,235,yes,2026-07-30
Sam,Writing,125,-99,no,2026-08-14
Lena,Writing,221,282,no,2026-08-06
Lena,Checking,18,366,no,2026-07-13
Vera,Writing,336,401,yes,2026-09-20
Sam,Writing,378,129,no,2026-07-29
Lena,Writing,267,318,no,2026-08-07
Cato,Research,316,340,no,2026-06-02
Lena,Checking,158,306,no,2026-06-14
Sam,Checking,65,12,yes,2026-05-26
Cato,Writing,376,468,yes,2026-06-04
Vera,Checking,-52,214,yes,2026-09-20
Cato,Reporting,257,249,no,2026-07-09
Cato,Checking,376,160,no,2026-06-29
Cato,Writing,256,295,no,2026-09-05
Vera,Reporting,436,311,no,2026-07-10
Vera,Research,76,132,no,2026-06-09
Sam,Reporting,54,-59,yes,2026-09-04
Cato,Checking,194,288,no,2026-08-10
Cato,Checking,83,393,yes,2026-08-21
Sam,Writing,394,346,no,2026-06-25
Vera,Writing,365,331,no,2026-07-03
Cato,Checking,102,149,yes,2026-06-16
Cato,Research,371,293,no,2026-09-18
Vera,Checking,206,278,yes,2026-06-06
Sam,Writing,137,100,no,2026-07-03
Cato,Writing,317,302,yes,2026-09-03
Cato,Checking,85,330,yes,2026-09-11
Vera,Checking,368,299,yes,2026-07-02
Cato,Writing,223,324,no,2026-08-17
Cato,Reporting,288,299,yes,2026-06-03
Cato,Checking,446,310,no,2026-07-18
Cato,Checking,190,197,yes,2026-09-09
Cato,Checking,42,78,no,2026-08-08
Cato,Reporting,230,267,yes,2026-09-04
Cato,Writing,84,331,no,2026-06-21
Lena,Writing,231,360,no,2026-07-02
Vera,Checking,318,197,no,2026-06-15
Lena,Checking,274,349,yes,2026-08-01
Sam,Reporting,315,332,no,2026-05-29
Cato,Checking,121,99,no,2026-05-31
Sam,Research,2,-93,no,2026-06-20
Sam,Checking,226,333,no,2026-06-21
Lena,Writing,-50,269,no,2026-07-18
Cato,Checking,277,325,no,2026-08-06
Vera,Checking,339,206,no,2026-08-02
Lena,Writing,261,334,yes,2026-06-11
Cato,Research,346,424,no,2026-09-05
Cato,Writing,31,236,no,2026-06-20
Sam,Checking,49,-75,yes,2026-08-24
Sam,Checking,309,336,no,2026-07-20
Cato,Checking,43,367,no,2026-09-12
Sam,Research,360,332,yes,2026-05-30
Vera,Writing,217,299,yes,2026-06-12
Vera,Research,132,258,yes,2026-08-27
Sam,Reporting,335,407,yes,2026-08-13
Lena,Checking,230,107,no,2026-07-17
Cato,Checking,105,-17,yes,2026-06-22
Sam,Reporting,336,266,no,2026-06-17
Cato,Checking,-68,348,no,2026-08-08
Vera,Checking,191,344,no,2026-08-13
Cato,Checking,224,279,yes,2026-06-15
Lena,Checking,138,184,yes,2026-05-24
Cato,Checking,378,410,no,2026-06-17
Cato,Writing,94,284,yes,2026-09-01
Sam,Checking,78,15,no,2026-09-15
Cato,Writing,329,316,yes,2026-08-17
Cato,Reporting,71,377,no,2026-08-06
Cato,Reporting,379,264,no,2026-05-24
Cato,Writing,248,329,yes,2026-07-18
Sam,Checking,280,147,no,2026-07-24
Sam,Checking,320,441,no,2026-07-13
Cato,Writing,182,235,yes,2026-09-09
Cato,Checking,-36,105,yes,2026-08-25
Cato,Checking,259,423,yes,2026-08-12
Vera,Writing,-54,204,no,2026-06-28
Cato,Checking,224,322,no,2026-07-23
Sam,Checking,359,309,yes,2026-08-10
Vera,Checking,285,292,yes,2026-08-06
Cato,Checking,284,416,yes,2026-07-30
Lena,Checking,37,151,yes,2026-08-10
Cato,Research,139,-13,yes,2026-07-12
Lena,Checking,248,397,no,2026-08-26
Cato,Checking,123,199,no,2026-07-02
Sam,Research,294,174,yes,2026-05-31
Lena,Checking,293,227,yes,2026-07-31
Sam,Reporting,289,249,no,2026-09-06
Cato,Checking,390,453,no,2026-06-29
Cato,Writing,34,102,no,2026-06-24
Lena,Checking,-22,28,no,2026-08-29
Vera,Checking,314,473,yes,2026-06-20
Cato,Research,109,199,no,2026-08-23
Cato,Checking,232,212,yes,2026-06-18
Cato,Checking,346,182,no,2026-09-11
Lena,Checking,268,262,no,2026-09-07
Sam,Checking,331,432,yes,2026-08-23
Sam,Reporting,138,182,yes,2026-07-09
Vera,Checking,110,-36,yes,2026-06-11
Vera,Checking,377,328,yes,2026-08-16
Cato,Checking,95,421,yes,2026-08-21
Vera,Writing,297,354,no,2026-09-18
Cato,Checking,415,328,yes,2026-06-07
Sam,Checking,274,251,no,2026-06-21
Vera,Writing,376,437,yes,2026-08-13
Cato,Checking,204,141,yes,2026-06-28
Sam,Writing,105,-78,yes,2026-09-16
Vera,Checking,345,292,yes,2026-06-12
Cato,Research,106,230,yes,2026-07-18
Cato,Writing,217,294,yes,2026-09-12
Vera,Reporting,266,178,yes,2026-09-15
Sam,Checking,129,292,no,2026-08-20
Lena,Writing,385,289,no,2026-09-08
Cato,Writing,116,235,no,2026-07-06
Sam,Checking,125,-16,yes,2026-06-23
Sam,Checking,363,433,no,2026-07-02
Lena,Reporting,135,212,no,2026-06-29
Cato,Checking,369,229,yes,2026-06-18
Sam,Reporting,267,132,yes,2026-06-17
Sam,Checking,286,227,no,2026-08-29
Cato,Checking,437,348,yes,2026-06-26
Sam,Writing,111,178,yes,2026-08-15
Cato,Writing,124,20,no,2026-06-19
Vera,Writing,383,329,yes,2026-05-30
Cato,Checking,87,404,no,2026-08-25
Cato,Research,262,381,no,2026-08-17
Lena,Checking,398,235,no,2026-06-02
Cato,Checking,101,235,no,2026-09-05
Cato,Research,377,457,no,2026-07-05
Cato,Checking,47,95,no,2026-06-14
Cato,Research,51,89,yes,2026-08-01
Sam,Research,339,285,no,2026-09-10
Cato,Checking,133,266,no,2026-05-25
Sam,Reporting,349,379,no,2026-07-29
Cato,Writing,373,181,no,2026-08-08
Cato,Checking,235,181,no,2026-07-18
Cato,Writing,336,414,no,2026-05-29
Cato,Checking,150,230,yes,2026-06-20
Sam,Writing,158,-87,no,2026-06-14
Cato,Checking,225,480,yes,2026-09-10
Lena,Writing,-34,344,yes,2026-06-08
Lena,Writing,198,349,no,2026-06-12
Cato,Writing,292,235,no,2026-09-20
Cato,Checking,190,236,no,2026-08-18
Cato,Checking,278,461,no,2026-08-26
Cato,Writing,66,272,no,2026-08-22
Cato,Checking,106,113,yes,2026-07-26
Cato,Reporting,196,332,yes,2026-08-12
Lena,Checking,21,341,yes,2026-06-21
Sam,Checking,317,359,no,2026-07-03
Cato,Checking,294,335,yes,2026-08-10
Cato,Research,283,321,no,2026-07-02
Sam,Writing,348,286,yes,2026-07-24
Cato,Reporting,175,249,yes,2026-08-05
Sam,Writing,141,42,no,2026-08-10
Cato,Checking,223,427,yes,2026-06-11
Lena,Checking,27,217,no,2026-08-16
Cato,Reporting,323,224,no,2026-08-24
Vera,Research,305,213,yes,2026-08-02
Cato,Writing,234,344,yes,2026-08-28
Cato,Checking,318,372,yes,2026-09-10
Lena,Reporting,48,279,no,2026-07-09
Cato,Checking,98,-71,yes,2026-06-05
Cato,Checking,292,468,no,2026-08-14
Sam,Writing,53,208,yes,2026-08-17
Sam,Checking,197,333,yes,2026-06-15
Lena,Checking,388,209,no,2026-08-08
Sam,Writing,131,161,yes,2026-08-10
Sam,Research,380,411,no,2026-07-03
Cato,Checking,88,183,no,2026-09-14
Cato,Checking,9,-24,no,2026-09-12
Lena,Writing,316,307,no,2026-07-23
Cato,Checking,-39,254,yes,2026-06-15
Cato,Reporting,199,401,yes,2026-08-11
Cato,Writing,226,339,no,2026-08-23
Cato,Writing,226,230,no,2026-05-30
Lena,Checking,388,446,no,2026-08-04
Vera,Reporting,195,192,no,2026-07-25
Cato,Checking,20,15,yes,2026-08-17
Sam,Checking,357,324,yes,2026-06-04
Sam,Checking,111,333,no,2026-08-28
Sam,Checking,309,211,yes,2026-09-09
Cato,Writing,333,161,no,2026-08-01
Cato,Writing,170,324,yes,2026-07-06
Sam,Checking,334,379,no,2026-08-06
Cato,Writing,112,243,yes,2026-08-19
Cato,Checking,-22,-58,no,2026-05-28
Cato,Writing,353,428,no,2026-09-05
Vera,Writing,21,332,no,2026-06-28
Sam,Writing,250,239,no,2026-09-20
Cato,Writing,264,169,yes,2026-06-30
Sam,Checking,181,131,no,2026-09-18
Sam,Checking,284,380,yes,2026-05-28
Lena,Checking,237,169,no,2026-06-17
Cato,Checking,54,105,yes,2026-05-24
Cato,Writing,289,343,yes,2026-07-29
Vera,Writing,65,300,no,2026-09-04
Cato,Research,370,181,no,2026-07-17
Lena,Writing,231,228,yes,2026-08-19
Cato,Checking,249,238,no,2026-09-17
Lena,Writing,387,391,no,2026-09-17
Lena,Checking,32,177,yes,2026-09-14
Cato,Writing,94,-86,no,2026-06-03
Cato,Reporting,369,260,no,2026-06-24
Cato,Reporting,-60,398,no,2026-07-29
Cato,Checking,282,189,no,2026-07-24
Cato,Checking,238,142,no,2026-07-29
Sam,Writing,178,310,no,2026-09-15
Cato,Writing,282,432,no,2026-06-14
Sam,Writing,171,222,no,2026-08-03
Vera,Writing,121,52,no,2026-06-18
Sam,Checking,267,378,no,2026-08-21
Sam,Checking,87,357,no,2026-07-22
Lena,Writing,200,236,yes,2026-09-13
Cato,Writing,415,302,yes,2026-07-08
Cato,Checking,147,141,yes,2026-07-17
Sam,Research,322,472,yes,2026-09-01
Lena,Reporting,148,283,yes,2026-09-14
Cato,Writing,21,37,yes,2026-07-10
Cato,Checking,244,342,no,2026-06-20
Cato,Checking,9,269,no,2026-07-10
Sam,Reporting,253,208,no,2026-07-01
Vera,Writing,411,286,no,2026-09-09
Cato,Checking,167,143,yes,2026-08-07
Cato,Checking,429,456,yes,2026-06-06
Cato,Checking,75,175,no,2026-07-19
Cato,Checking,143,85,no,2026-06-08
Vera,Writing,254,338,no,2026-06-22
Cato,Checking,53,220,yes,2026-07-18
Cato,Checking,294,193,no,2026-07-17
Sam,Checking,318,169,no,2026-09-09
Lena,Writing,135,236,yes,2026-06-30
Cato,Checking,426,443,no,2026-07-16
Cato,Reporting,163,191,no,2026-06-07
Sam,Reporting,-35,60,yes,2026-06-15
Sam,Checking,315,384,no,2026-08-15
Cato,Research,21,332,no,2026-08-14
Vera,Checking,322,230,no,2026-06-12
Cato,Reporting,409,330,no,2026-08-01
Cato,Checking,225,332,yes,2026-07-26
Sam,Reporting,433,342,yes,2026-09-16
Cato,Checking,157,165,yes,2026-06-06
Sam,Writing,88,122,no,2026-08-04
Cato,Checking,265,424,yes,2026-09-18
Cato,Writing,23,412,no,2026-07-22
Vera,Checking,270,304,yes,2026-06-24
Lena,Checking,373,196,no,2026-07-12
Cato,Checking,287,213,no,2026-06-28
Cato,Checking,471,388,no,2026-08-17
Cato,Research,190,193,yes,2026-08-23
Cato,Writing,135,8,no,2026-07-25
Lena,Checking,247,394,no,2026-08-15
Cato,Reporting,-18,277,no,2026-06-03
Cato,Writing,246,345,no,2026-06-27
Cato,Reporting,360,190,yes,2026-07-25
Sam,Reporting,265,326,no,2026-08-31
Lena,Writing,329,452,no,2026-08-10
Cato,Writing,205,310,yes,2026-06-02
Sam,Checking,79,-9,yes,2026-08-15
Sam,Writing,361,290,no,2026-08-07
Cato,Reporting,-21,379,no,2026-06-05
Cato,Reporting,380,303,yes,2026-09-16
Sam,Research,301,249,yes,2026-07-06
Vera,Checking,115,237,yes,2026-08-06
Sam,Research,398,308,no,2026-08-08
Lena,Checking,68,106,no,2026-09-04
Vera,Checking,75,32,yes,2026-06-29
Vera,Reporting,225,348,no,2026-08-21
Cato,Checking,133,323,yes,2026-09-04
Cato,Writing,306,276,no,2026-08-22
Sam,Writing,335,286,yes,2026-08-22
Cato,Writing,305,184,yes,2026-07-19
Cato,Reporting,279,447,yes,2026-08-04
Sam,Research,234,137,no,2026-07-23
Cato,Research,163,-81,no,2026-08-01
Cato,Writing,186,384,yes,2026-05-24
Cato,Checking,-15,317,no,2026-06-20
Lena,Writing,304,246,yes,2026-07-31
Lena,Reporting,385,292,yes,2026-06-15
Cato,Checking,248,316,yes,2026-07-20
Cato,Checking,375,413,no,2026-06-29
Cato,Writing,199,110,yes,2026-06-04
Sam,Checking,-36,-63,no,2026-06-09
Lena,Research,301,326,no,2026-06-23
Cato,Writing,87,405,yes,2026-07-12
Cato,Checking,393,323,yes,2026-06-01
Sam,Checking,365,204,no,2026-08-14
Cato,Checking,126,153,no,2026-05-24
Sam,Checking,418,459,yes,2026-09-18
Sam,Writing,157,179,no,2026-08-22
Cato,Research,103,95,yes,2026-06-19
Sam,Checking,267,297,yes,2026-07-20
Lena,Checking,99,226,yes,2026-08-18
Cato,Checking,248,231,yes,2026-08-24
Cato,Research,277,285,yes,2026-06-16
Cato,Writing,189,174,no,2026-08-19
Lena,Checking,399,505,no,2026-06-03
Cato,Checking,162,97,no,2026-07-31
Lena,Checking,152,23,yes,2026-07-11
Vera,Writing,277,460,no,2026-07-06
Lena,Checking,62,206,yes,2026-08-07
Cato,Writing,261,291,yes,2026-06-26
Cato,Writing,397,285,yes,2026-07-25
Sam,Writing,253,257,no,2026-06-11
Cato,Checking,302,491,no,2026-09-14
Vera,Research,149,194,yes,2026-06-10
Cato,Reporting,42,-98,yes,2026-08-15
Sam,Reporting,243,318,no,2026-06-01
Sam,Checking,67,244,yes,2026-05-29
Sam,Reporting,275,319,yes,2026-08-01
Vera,Checking,406,222,no,2026-08-29
Vera,Checking,114,135,no,2026-08-19
Sam,Research,414,375,no,2026-08-09
Sam,Reporting,194,225,no,2026-05-25
Cato,Research,-13,-72,yes,2026-07-10
Cato,Writing,262,394,yes,2026-08-06
Cato,Checking,66,204,yes,2026-08-31
Cato,Writing,262,188,no,2026-07-21
Cato,Checking,357,269,no,2026-07-14
Cato,Checking,281,352,yes,2026-09-03
Vera,Writing,340,355,yes,2026-06-27
Lena,Checking,219,242,no,2026-09-20
Sam,Checking,145,-33,yes,2026-06-19
Sam,Writing,286,456,yes,2026-06-26
Sam,Checking,58,289,yes,2026-08-07
Sam,Writing,238,234,no,2026-07-10
Cato,Research,251,293,no,2026-06-03
Cato,Checking,295,273,no,2026-07-17
Cato,Reporting,370,365,no,2026-09-03
Lena,Checking,207,284,no,2026-07-31
Sam,Research,91,12,no,2026-08-16
Vera,Reporting,359,272,yes,2026-08-28
Cato,Checking,122,343,no,2026-06-06
Cato,Research,280,297,yes,2026-08-23
Cato,Checking,407,140,yes,2026-06-21
Sam,Checking,122,272,no,2026-09-16
Sam,Checking,325,464,no,2026-05-25
Cato,Checking,95,264,no,2026-06-13
Sam,Checking,18,-12,no,2026-06-30
Cato,Writing,277,394,yes,2026-05-26
Lena,Writing,66,257,no,2026-09-12
Sam,Checking,343,366,yes,2026-08-25
Sam,Checking,236,284,no,2026-05-30
Sam,Writing,160,280,yes,2026-06-07
Cato,Research,305,312,no,2026-09-05
Vera,Checking,60,245,yes,2026-09-08
Cato,Checking,97,123,no,2026-07-01
Cato,Checking,340,406,no,2026-07-21
Cato,Writing,-9,421,yes,2026-05-28
Cato,Checking,203,270,no,2026-06-20
Cato,Writing,381,321,no,2026-07-01
Sam,Research,145,136,yes,2026-06-06
Lena,Writing,301,450,no,2026-06-06
Vera,Checking,219,156,no,2026-08-04
Sam,Checking,-30,66,no,2026-06-18
Cato,Checking,389,394,yes,2026-08-30
Lena,Checking,63,197,no,2026-06-30
Cato,Checking,361,234,yes,2026-07-08
Sam,Checking,321,282,no,2026-09-06
Lena,Checking,228,220,no,2026-07-19
Vera,Checking,444,397,yes,2026-07-18
Cato,Writing,152,127,no,2026-06-07
Sam,Checking,8,120,no,2026-09-17
Sam,Research,191,461,no,2026-06-30
Sam,Writing,29,284,yes,2026-07-11
Cato,Checking,349,375,no,2026-06-14
Cato,Writing,341,290,no,2026-07-06
Cato,Reporting,129,180,yes,2026-06-20
Cato,Writing,406,422,no,2026-06-19
Cato,Research,121,258,yes,2026-09-03
Cato,Research,159,76,no,2026-06-29
Cato,Writing,302,488,yes,2026-07-20
Cato,Reporting,35,342,no,2026-06-15
Lena,Writing,393,338,yes,2026-08-23
Cato,Checking,372,203,yes,2026-07-19
Sam,Checking,117,260,no,2026-09-18
Cato,Checking,432,397,no,2026-08-20
Lena,Checking,193,214,no,2026-07-23
Sam,Writing,78,54,yes,2026-08-17
Sam,Checking,292,266,yes,2026-07-24
Cato,Checking,-3,226,no,2026-07-03
Cato,Writing,295,318,yes,2026-06-23
Cato,Writing,269,320,yes,2026-08-25
Cato,Checking,170,356,no,2026-08-11
Cato,Checking,371,298,yes,2026-06-18
Sam,Writing,234,303,no,2026-08-09
Cato,Writing,3,-13,no,2026-08-18
Cato,Reporting,222,301,no,2026-09-11
Cato,Writing,67,236,no,2026-06-06
Cato,Checking,351,315,yes,2026-08-18
Cato,Checking,417,141,yes,2026-08-05
Sam,Checking,216,329,yes,2026-08-12
Sam,Checking,324,425,yes,2026-05-30
Lena,Checking,153,211,yes,2026-07-21
Sam,Writing,-29,-49,yes,2026-05-31
Cato,Writing,234,404,no,2026-08-19
Cato,Checking,78,410,yes,2026-06-12
Cato,Checking,237,256,yes,2026-09-03
Lena,Research,362,196,yes,2026-06-28
Cato,Checking,136,216,yes,2026-07-14
Lena,Reporting,285,360,no,2026-08-26
Vera,Reporting,105,178,no,2026-05-26
Sam,Checking,120,3,no,2026-09-06
Cato,Reporting,262,269,no,2026-08-29
Cato,Checking,71,235,no,2026-07-19
Sam,Checking,192,249,yes,2026-09-03
Vera,Writing,322,192,no,2026-08-28
Sam,Reporting,159,330,no,2026-08-01
Sam,Reporting,426,296,yes,2026-06-17
Cato,Checking,117,91,yes,2026-08-03
Vera,Writing,100,57,no,2026-07-15
Cato,Checking,223,475,yes,2026-06-15
Sam,Checking,-22,198,no,2026-08-26
Sam,Checking,340,402,yes,2026-08-18
Lena,Writing,317,176,no,2026-08-29
Cato,Checking,286,218,yes,2026-05-30
Sam,Writing,442,444,no,2026-07-14
Cato,Reporting,119,135,no,2026-08-06
Lena,Writing,44,-75,yes,2026-06-07
Sam,Checking,230,480,yes,2026-06-29
Sam,Checking,20,330,yes,2026-08-17
Sam,Checking,219,338,no,2026-06-27
Cato,Checking,236,257,yes,2026-08-09
Lena,Writing,184,148,no,2026-08-05
Sam,Writing,397,340,yes,2026-06-23
Vera,Checking,110,248,yes,2026-08-23
Cato,Checking,28,18,no,2026-07-21
Cato,Checking,191,259,no,2026-08-23
Sam,Reporting,22,250,yes,2026-08-30
Cato,Checking,221,234,yes,2026-09-15
Sam,Checking,380,259,yes,2026-09-05
Lena,Reporting,291,228,no,2026-05-30
Lena,Writing,461,465,yes,2026-08-10
Cato,Writing,178,275,yes,2026-09-18
Cato,Research,142,81,yes,2026-09-08
Cato,Checking,302,274,no,2026-08-14
Cato,Reporting,83,264,yes,2026-07-09
Sam,Checking,247,300,no,2026-08-02
Sam,Checking,399,197,no,2026-09-19
Cato,Checking,240,177,yes,2026-06-02
Sam,Research,282,440,no,2026-06-27
Vera,Reporting,187,190,yes,2026-07-17
Sam,Checking,118,69,no,2026-05-25
Cato,Research,338,325,no,2026-06-21
Sam,Writing,93,334,yes,2026-06-04
Lena,Reporting,219,369,no,2026-07-08
Vera,Checking,322,133,yes,2026-09-06
Cato,Checking,161,157,no,2026-07-09
Sam,Writing,455,428,no,2026-06-17
Cato,Checking,212,89,no,2026-08-09
Cato,Checking,67,82,yes,2026-07-24
Sam,Writing,199,319,yes,2026-07-06
Cato,Checking,48,392,yes,2026-07-19
Vera,Checking,216,208,yes,2026-07-15
Sam,Checking,268,264,no,2026-06-23
Cato,Reporting,197,150,yes,2026-08-07
Sam,Reporting,435,458,no,2026-06-12
Sam,Writing,207,227,yes,2026-08-24
Sam,Checking,140,-58,yes,2026-09-15
Cato,Checking,187,410,yes,2026-06-18
Cato,Writing,-60,202,yes,2026-09-19
Cato,Checking,331,269,no,2026-09-13
Cato,Writing,405,238,yes,2026-06-26
Lena,Writing,222,162,yes,2026-06-27
Vera,Checking,332,419,no,2026-07-22
Cato,Writing,173,103,yes,2026-06-22
Cato,Checking,167,57,yes,2026-06-08
Cato,Writing,365,452,yes,2026-06-16
Cato,Research,106,383,yes,2026-08-13
Lena,Reporting,268,175,yes,2026-08-23
Sam,Checking,320,125,yes,2026-07-29
Vera,Checking,172,338,yes,2026-06-05
Sam,Writing,284,434,yes,2026-05-24
Sam,Writing,107,235,yes,2026-09-19
Cato,Checking,73,-14,no,2026-05-28
Lena,Writing,377,278,yes,2026-08-12
Cato,Reporting,-18,278,no,2026-07-08
Cato,Checking,287,339,no,2026-06-18
Lena,Checking,286,297,yes,2026-09-13
Sam,Writing,300,238,yes,2026-09-17
Cato,Checking,281,420,no,2026-09-06
Cato,Checking,161,84,no,2026-09-16
Vera,Checking,-22,118,yes,2026-06-30
Cato,Checking,282,422,yes,2026-08-13
Lena,Checking,73,225,no,2026-05-30
Vera,Research,240,314,no,2026-09-05
Cato,Writing,357,237,no,2026-09-15
Cato,Checking,102,349,yes,2026-07-06
Cato,Checking,384,503,yes,2026-07-03
Lena,Reporting,53,118,yes,2026-09-11
Sam,Checking,138,-37,yes,2026-07-20
Cato,Reporting,356,438,no,2026-08-29
Cato,Writing,77,279,yes,2026-06-24
Sam,Writing,287,400,yes,2026-07-10
Sam,Checking,235,346,no,2026-06-23
Sam,Reporting,184,277,yes,2026-07-25
Sam,Writing,275,447,yes,2026-09-03
Sam,Checking,222,89,no,2026-08-09
Vera,Writing,132,105,no,2026-08-29
Cato,Checking,278,470,yes,2026-07-15
Cato,Research,98,233,yes,2026-08-16
Sam,Research,209,363,no,2026-07-10
Cato,Checking,359,319,no,2026-06-04
Cato,Checking,111,267,no,2026-09-03
Cato,Checking,312,488,yes,2026-08-01
Cato,Checking,235,298,yes,2026-09-07
Vera,Writing,70,-10,no,2026-06-02
Cato,Checking,389,414,yes,2026-07-22
Vera,Checking,99,329,no,2026-09-20
Lena,Checking,228,399,no,2026-09-16
Cato,Reporting,392,179,yes,2026-05-31
Cato,Reporting,176,330,no,2026-06-29
Cato,Checking,434,398,yes,2026-06-23
Sam,Checking,110,128,no,2026-06-28
Lena,Checking,117,-37,no,2026-08-06
Sam,Checking,241,263,yes,2026-06-24
Cato,Reporting,-28,225,no,2026-05-25
Lena,Checking,300,310,no,2026-07-23
Cato,Checking,239,128,yes,2026-09-17
Cato,Checking,257,230,yes,2026-06-06
Sam,Reporting,435,321,no,2026-06-19
Cato,Checking,113,242,yes,2026-06-10
Vera,Checking,102,-60,yes,2026-09-01
Sam,Writing,196,317,no,2026-09-01
Sam,Research,108,204,no,2026-08-09
Cato,Checking,257,391,no,2026-07-09
Cato,Checking,403,121,no,2026-07-06
Cato,Checking,176,251,no,2026-07-26
Cato,Writing,399,397,no,2026-07-23
Sam,Checking,176,191,yes,2026-07-04
Cato,Writing,42,-27,yes,2026-08-15
Cato,Writing,310,419,no,2026-09-15
Cato,Checking,97,307,no,2026-06-04
Sam,Research,272,210,no,2026-07-19
Cato,Writing,369,145,no,2026-08-22
Cato,Checking,295,336,no,2026-07-18
Cato,Research,315,482,no,2026-08-26
Sam,Reporting,228,84,yes,2026-07-02
Cato,Checking,-35,11,yes,2026-08-18
Cato,Checking,250,342,no,2026-07-22
Lena,Checking,96,285,no,2026-08-30
Cato,Checking,390,296,yes,2026-07-20
Vera,Checking,356,319,yes,2026-08-12
Vera,Writing,185,259,yes,2026-05-26
Cato,Checking,405,351,yes,2026-07-14
Vera,Checking,77,307,yes,2026-06-30
Lena,Reporting,142,33,yes,2026-08-05
Vera,Writing,335,297,no,2026-09-17
Cato,Research,117,364,no,2026-07-31
Cato,Research,386,396,yes,2026-07-09
Vera,Writing,265,226,no,2026-06-15
Vera,Checking,142,171,yes,2026-07-04
Cato,Checking,415,464,yes,2026-06-23
Cato,Checking,216,306,yes,2026-07-19
Lena,Checking,72,-59,yes,2026-08-05
Lena,Research,368,371,no,2026-06-22
Cato,Checking,-63,408,no,2026-08-26
Cato,Writing,276,202,no,2026-07-27
Cato,Checking,248,312,yes,2026-08-06
Cato,Checking,120,292,no,2026-08-14
Cato,Writing,472,300,no,2026-08-31
Cato,Checking,203,200,no,2026-09-08
Sam,Checking,147,80,yes,2026-06-19
Cato,Checking,285,305,yes,2026-07-28
Cato,Writing,103,408,no,2026-05-27
Cato,Research,303,183,yes,2026-07-21
Vera,Checking,369,307,no,2026-07-06
Cato,Writing,271,242,no,2026-07-12
